Type of Food,Food Prepared,Event Type,Food Consumed,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,Wastage Food Amount
Baked Goods,1000,Corporate,650,Room Temperature,Regular,Summer,Buffet,Urban,High,350
Vegetables,900,Wedding,700,Refrigerated,Regular,Winter,Buffet,Suburban,Low,200
Meat,850,Wedding,650,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,200
Meat,900,Social Gathering,720,Refrigerated,Regular,Winter,Buffet,Rural,High,180
Meat,850,Corporate,650,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,200
Meat,950,Birthday,750,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,200
Meat,1000,Wedding,780,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,220
Meat,1000,Birthday,800,Refrigerated,Regular,All Seasons,Finger Food,Suburban,High,200
Fruits,950,Corporate,750,Room Temperature,Occasional,Winter,Finger Food,Rural,Low,200
Vegetables,1000,Wedding,800,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,200
Fruits,950,Wedding,750,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,200
Fruits,850,Wedding,650,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,200
Fruits,850,Birthday,680,Room Temperature,Regular,All Seasons,Finger Food,Urban,Low,170
Fruits,1000,Corporate,800,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,200
Meat,900,Birthday,700,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,200
Baked Goods,800,Corporate,620,Room Temperature,Regular,Winter,Finger Food,Rural,Low,180
Fruits,980,Social Gathering,720,Room Temperature,Regular,Winter,Buffet,Suburban,High,260
Meat,1000,Corporate,630,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Urban,Low,370
Meat,984,Corporate,853,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,131
Fruits,1000,Wedding,780,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,220
Vegetables,980,Corporate,720,Room Temperature,Occasional,Winter,Buffet,Suburban,High,260
Meat,997,Social Gathering,891,Refrigerated,Regular,All Seasons,Finger Food,Urban,High,106
Fruits,850,Birthday,680,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,170
Baked Goods,1000,Wedding,800,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,200
Fruits,1000,Social Gathering,850,Room Temperature,Regular,Winter,Finger Food,Rural,High,150
Vegetables,800,Corporate,620,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,180
Fruits,850,Corporate,661,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,189
Fruits,800,Social Gathering,620,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,180
Meat,900,Corporate,720,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,180
Dairy Products,850,Wedding,650,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,200
Baked Goods,950,Social Gathering,620,Room Temperature,Regular,Summer,Finger Food,Urban,Low,330
Baked Goods,970,Wedding,692,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,278
Dairy Products,900,Corporate,720,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,180
Dairy Products,900,Corporate,700,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,200
Baked Goods,1000,Wedding,800,Room Temperature,Occasional,Winter,Sit-down Dinner,Suburban,High,200
Baked Goods,984,Birthday,853,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,131
Baked Goods,900,Wedding,720,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,High,180
Dairy Products,900,Birthday,720,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,180
Dairy Products,800,Birthday,620,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,180
Dairy Products,850,Social Gathering,710,Room Temperature,Regular,Summer,Finger Food,Rural,High,140
Dairy Products,800,Corporate,620,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,180
Fruits,1000,Social Gathering,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,200
Baked Goods,1000,Corporate,630,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,370
Baked Goods,850,Birthday,680,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,170
Baked Goods,850,Wedding,650,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,200
Baked Goods,982,Social Gathering,797,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,185
Baked Goods,900,Social Gathering,700,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,200
Baked Goods,950,Social Gathering,750,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,200
Dairy Products,850,Social Gathering,650,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,200
Meat,950,Corporate,750,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,200
Meat,980,Social Gathering,720,Room Temperature,Regular,Winter,Buffet,Rural,High,260
Vegetables,850,Wedding,680,Refrigerated,Occasional,Winter,Finger Food,Rural,Low,170
Meat,900,Social Gathering,720,Refrigerated,Regular,All Seasons,Buffet,Rural,High,180
Dairy Products,993,Wedding,838,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,155
Vegetables,978,Social Gathering,812,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,166
Dairy Products,900,Wedding,700,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,200
Dairy Products,1000,Wedding,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,200
Dairy Products,950,Social Gathering,750,Room Temperature,Regular,Winter,Finger Food,Suburban,High,200
Meat,900,Birthday,700,Refrigerated,Regular,Winter,Buffet,Urban,Moderate,200
Meat,850,Corporate,680,Refrigerated,Regular,Summer,Finger Food,Urban,Low,170
Fruits,900,Birthday,720,Room Temperature,Regular,Summer,Buffet,Rural,High,180
Baked Goods,920,Birthday,767,Room Temperature,Regular,Winter,Buffet,Urban,Low,153
Vegetables,800,Wedding,620,Refrigerated,Occasional,Summer,Buffet,Suburban,Low,180
Baked Goods,850,Corporate,650,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,200
Dairy Products,900,Social Gathering,720,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,180
Baked Goods,950,Social Gathering,750,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,200
Baked Goods,900,Social Gathering,720,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,180
Dairy Products,850,Social Gathering,680,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,170
Baked Goods,800,Social Gathering,620,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,180
Dairy Products,850,Social Gathering,710,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,140
Baked Goods,905,Social Gathering,742,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,163
Dairy Products,950,Social Gathering,750,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,200
Dairy Products,950,Birthday,750,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,200
Meat,1000,Wedding,800,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,200
Vegetables,871,Birthday,702,Refrigerated,Regular,All Seasons,Buffet,Suburban,Low,169
Meat,800,Corporate,620,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,180
Fruits,1000,Wedding,800,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,200
Meat,950,Wedding,750,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,200
Meat,900,Corporate,650,Refrigerated,Occasional,Winter,Sit-down Dinner,Urban,Low,250
Meat,984,Birthday,853,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,131
Meat,782,Wedding,608,Refrigerated,Regular,Winter,Sit-down Dinner,Rural,Moderate,174
Meat,900,Wedding,720,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,180
Fruits,970,Wedding,692,Refrigerated,Occasional,Summer,Sit-down Dinner,Rural,High,278
Meat,950,Wedding,640,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Low,310
Meat,800,Wedding,620,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,180
Meat,950,Wedding,750,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,High,200
Vegetables,800,Wedding,620,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,180
Meat,980,Corporate,780,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,Moderate,200
Baked Goods,900,Birthday,720,Room Temperature,Regular,Summer,Buffet,Rural,Moderate,180
Fruits,950,Corporate,750,Room Temperature,Regular,Winter,Finger Food,Suburban,High,200
Vegetables,950,Corporate,750,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,200
Fruits,850,Birthday,680,Refrigerated,Regular,All Seasons,Finger Food,Rural,Moderate,170
Fruits,950,Corporate,750,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,200
Meat,1000,Corporate,800,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,High,200
Fruits,900,Corporate,720,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,180
Meat,850,Wedding,650,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,200
Baked Goods,1000,Corporate,800,Room Temperature,Regular,Summer,Finger Food,Rural,High,200
Fruits,850,Corporate,680,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,Low,170
Fruits,900,Wedding,720,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,180
Vegetables,900,Social Gathering,720,Refrigerated,Occasional,Winter,Buffet,Rural,High,180
Meat,800,Corporate,620,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,180
Fruits,950,Birthday,750,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,200
Baked Goods,1000,Wedding,800,Room Temperature,Occasional,Winter,Finger Food,Urban,High,200
Fruits,950,Birthday,750,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,200
Meat,950,Corporate,750,Refrigerated,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,200
Baked Goods,900,Wedding,700,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,200
Meat,950,Wedding,750,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,200
Vegetables,1000,Wedding,800,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,High,200
Vegetables,850,Birthday,680,Refrigerated,Regular,All Seasons,Finger Food,Urban,Moderate,170
Fruits,850,Corporate,710,Room Temperature,Occasional,All Seasons,Finger Food,Urban,High,140
Vegetables,800,Social Gathering,620,Refrigerated,Regular,Summer,Finger Food,Suburban,Low,180
Baked Goods,950,Corporate,750,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,200
Fruits,980,Social Gathering,780,Refrigerated,Regular,Summer,Buffet,Suburban,Moderate,200
Fruits,900,Social Gathering,700,Room Temperature,Regular,Winter,Buffet,Suburban,High,200
Dairy Products,943,Birthday,684,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,259
Baked Goods,900,Wedding,720,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,180
Vegetables,950,Corporate,750,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,200
Fruits,850,Wedding,650,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,200
Vegetables,1000,Wedding,800,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,200
Baked Goods,950,Wedding,750,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,200
Fruits,1000,Wedding,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,200
Baked Goods,900,Social Gathering,720,Room Temperature,Regular,All Seasons,Buffet,Rural,High,180
Meat,850,Social Gathering,680,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Moderate,170
Baked Goods,950,Birthday,750,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,200
Vegetables,950,Social Gathering,620,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,330
Fruits,1000,Social Gathering,800,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,200
Baked Goods,800,Corporate,620,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,180
Dairy Products,1000,Wedding,630,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,370
Dairy Products,993,Wedding,838,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Moderate,155
Vegetables,900,Social Gathering,700,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,200
Dairy Products,900,Corporate,700,Room Temperature,Occasional,All Seasons,Buffet,Suburban,High,200
Fruits,850,Social Gathering,680,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Low,170
Dairy Products,950,Birthday,750,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,200
Dairy Products,900,Corporate,700,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,200
Vegetables,850,Corporate,680,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,170
Baked Goods,850,Corporate,650,Room Temperature,Occasional,Winter,Sit-down Dinner,Rural,Moderate,200
Baked Goods,800,Birthday,620,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,180
Dairy Products,905,Corporate,742,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,163
Baked Goods,980,Social Gathering,780,Room Temperature,Occasional,Winter,Buffet,Suburban,Moderate,200
Dairy Products,900,Birthday,700,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,200
Baked Goods,850,Social Gathering,680,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,170
Baked Goods,950,Wedding,750,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,200
Baked Goods,900,Corporate,700,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,200
Meat,900,Social Gathering,700,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,200
Fruits,1000,Social Gathering,800,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Low,200
Fruits,900,Birthday,700,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,200
Fruits,1000,Wedding,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,200
Dairy Products,1000,Wedding,800,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,200
Vegetables,980,Birthday,680,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,300
Baked Goods,1000,Wedding,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,200
Dairy Products,850,Birthday,680,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,170
Dairy Products,850,Corporate,650,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,200
Dairy Products,850,Corporate,680,Room Temperature,Regular,All Seasons,Finger Food,Urban,Low,170
Dairy Products,850,Wedding,650,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,200
Baked Goods,980,Social Gathering,780,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,200
Dairy Products,950,Wedding,750,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,200
Baked Goods,850,Corporate,650,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,200
Baked Goods,900,Social Gathering,700,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,200
Baked Goods,1000,Social Gathering,800,Room Temperature,Regular,Summer,Sit-down Dinner,Rural,High,200
Baked Goods,874,Social Gathering,690,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,184
Dairy Products,950,Wedding,750,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,High,200
Baked Goods,997,Social Gathering,891,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,106
Baked Goods,950,Birthday,750,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,200
Baked Goods,848,Corporate,647,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,201
Dairy Products,1000,Birthday,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,200
Fruits,850,Social Gathering,650,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,200
Dairy Products,800,Corporate,620,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,180
Baked Goods,900,Social Gathering,720,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,180
Dairy Products,900,Birthday,720,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,180
Baked Goods,850,Wedding,650,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,200
Baked Goods,850,Birthday,650,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,200
Meat,943,Birthday,684,Refrigerated,Regular,Summer,Buffet,Urban,Low,259
Meat,850,Corporate,680,Refrigerated,Regular,Winter,Buffet,Urban,Low,170
Meat,900,Wedding,700,Refrigerated,Occasional,Winter,Buffet,Suburban,Low,200
Meat,900,Corporate,700,Refrigerated,Regular,Winter,Buffet,Suburban,High,200
Meat,950,Corporate,710,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,240
Meat,978,Wedding,812,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,166
Meat,995,Wedding,834,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,Low,161
Meat,850,Birthday,650,Refrigerated,Regular,Summer,Finger Food,Suburban,High,200
Meat,1000,Corporate,800,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,200
Fruits,850,Birthday,680,Room Temperature,Regular,Summer,Finger Food,Rural,Low,170
Meat,900,Social Gathering,700,Refrigerated,Regular,Winter,Buffet,Suburban,Low,200
Meat,900,Wedding,700,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,200
Meat,1000,Wedding,800,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,200
Meat,900,Social Gathering,720,Room Temperature,Regular,Winter,Buffet,Rural,High,180
Meat,850,Social Gathering,650,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,200
Vegetables,900,Corporate,720,Refrigerated,Regular,All Seasons,Buffet,Rural,High,180
Meat,900,Social Gathering,700,Room Temperature,Regular,Winter,Buffet,Suburban,Low,200
Meat,900,Corporate,720,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,180
Fruits,1000,Birthday,800,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,200
Meat,950,Social Gathering,710,Refrigerated,Regular,Summer,Finger Food,Suburban,Low,240
Fruits,850,Wedding,650,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,200
Meat,900,Corporate,700,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,200
Vegetables,900,Birthday,700,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,200
Vegetables,980,Corporate,680,Refrigerated,Occasional,Winter,Sit-down Dinner,Urban,Low,300
Baked Goods,995,Wedding,834,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,161
Fruits,850,Social Gathering,680,Room Temperature,Regular,Winter,Finger Food,Urban,Low,170
Fruits,850,Corporate,800,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50
Baked Goods,900,Social Gathering,700,Room Temperature,Regular,Winter,Buffet,Rural,High,200
Meat,950,Wedding,750,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,High,200
Meat,850,Wedding,650,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Rural,Moderate,200
Meat,1000,Wedding,630,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Rural,Moderate,370
Meat,800,Social Gathering,620,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,180
Baked Goods,1000,Corporate,780,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,220
Fruits,850,Corporate,680,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,170
Fruits,900,Social Gathering,700,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,200
Baked Goods,1000,Wedding,800,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,200
Baked Goods,1000,Wedding,800,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,200
Dairy Products,850,Birthday,680,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,170
Baked Goods,900,Birthday,700,Room Temperature,Occasional,All Seasons,Finger Food,Rural,Low,200
Baked Goods,850,Social Gathering,680,Room Temperature,Regular,Summer,Finger Food,Rural,Low,170
Meat,950,Social Gathering,750,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,200
Vegetables,900,Wedding,700,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,Moderate,200
Meat,900,Social Gathering,720,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,180
Dairy Products,1000,Social Gathering,630,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,370
Dairy Products,850,Social Gathering,650,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,200
Meat,900,Corporate,700,Refrigerated,Regular,Summer,Buffet,Suburban,Low,200
Meat,900,Social Gathering,720,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,180
Fruits,950,Social Gathering,750,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,200
Dairy Products,850,Social Gathering,650,Room Temperature,Regular,Summer,Finger Food,Urban,High,200
Dairy Products,950,Corporate,750,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,200
Fruits,950,Wedding,750,Room Temperature,Regular,Summer,Buffet,Urban,High,200
Vegetables,950,Corporate,750,Refrigerated,Regular,Summer,Buffet,Urban,High,200
Fruits,900,Wedding,650,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,250
Fruits,900,Wedding,720,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,180
Meat,893,Birthday,667,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Low,226
Fruits,1000,Corporate,800,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,200
Fruits,850,Corporate,750,Room Temperature,Regular,Winter,Finger Food,Urban,High,100
Meat,900,Corporate,700,Refrigerated,Occasional,Winter,Finger Food,Rural,Moderate,200
Fruits,959,Birthday,839,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,120
Baked Goods,888,Wedding,675,Room Temperature,Regular,Winter,Finger Food,Rural,Low,213
Vegetables,900,Social Gathering,720,Refrigerated,Regular,Winter,Buffet,Rural,High,180
Fruits,980,Corporate,650,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,330
Fruits,900,Wedding,700,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,200
Vegetables,800,Corporate,620,Room Temperature,Regular,Summer,Finger Food,Urban,Low,180
Meat,950,Wedding,750,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,200
Baked Goods,980,Corporate,650,Room Temperature,Regular,Winter,Finger Food,Urban,Low,330
Vegetables,850,Wedding,680,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,170
Dairy Products,980,Birthday,720,Room Temperature,Regular,Winter,Buffet,Suburban,High,260
Vegetables,1000,Wedding,630,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Moderate,370
Vegetables,850,Birthday,650,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,200
Vegetables,900,Social Gathering,700,Refrigerated,Regular,Summer,Buffet,Urban,Moderate,200
Vegetables,850,Wedding,661,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,189
Fruits,950,Corporate,700,Room Temperature,Occasional,Winter,Finger Food,Suburban,High,250
Dairy Products,850,Birthday,680,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,170
Dairy Products,900,Wedding,720,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,180
Baked Goods,850,Birthday,661,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,189
Dairy Products,980,Corporate,780,Room Temperature,Regular,All Seasons,Buffet,Suburban,Moderate,200
Baked Goods,800,Social Gathering,620,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,180
Fruits,850,Social Gathering,650,Room Temperature,Regular,Summer,Finger Food,Rural,High,200
Vegetables,996,Wedding,829,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Low,167
Dairy Products,900,Birthday,720,Room Temperature,Regular,All Seasons,Buffet,Rural,High,180
Baked Goods,900,Corporate,700,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,200
Dairy Products,900,Corporate,720,Room Temperature,Regular,Winter,Buffet,Urban,Moderate,180
Dairy Products,1000,Corporate,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,200
Dairy Products,950,Wedding,750,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,200
Dairy Products,1000,Social Gathering,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,200
Meat,997,Wedding,891,Refrigerated,Regular,Summer,Finger Food,Rural,High,106
Meat,850,Corporate,650,Refrigerated,Occasional,Winter,Buffet,Suburban,Low,200
Baked Goods,850,Wedding,680,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,170
Meat,993,Birthday,838,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,155
Baked Goods,989,Social Gathering,872,Room Temperature,Regular,Winter,Buffet,Suburban,Low,117
Baked Goods,997,Birthday,891,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,106
Baked Goods,1000,Corporate,800,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,200
Baked Goods,900,Birthday,700,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,200
Vegetables,900,Wedding,720,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,180
Vegetables,850,Corporate,650,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,200
Dairy Products,1000,Wedding,800,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,200
Dairy Products,850,Birthday,680,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,170
Baked Goods,850,Social Gathering,680,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,170
Dairy Products,1000,Corporate,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,200
Dairy Products,950,Wedding,750,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,200
Dairy Products,1000,Birthday,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,200
Dairy Products,850,Birthday,680,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,170
Dairy Products,1000,Corporate,800,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,200
Baked Goods,950,Corporate,750,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,200
Dairy Products,1000,Wedding,800,Room Temperature,Occasional,All Seasons,Finger Food,Rural,High,200
Fruits,850,Social Gathering,650,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,200
Baked Goods,970,Corporate,692,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,278
Baked Goods,1000,Wedding,800,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,200
Baked Goods,900,Social Gathering,720,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,180
Dairy Products,800,Corporate,620,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,180
Baked Goods,1000,Social Gathering,850,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,150
Fruits,850,Social Gathering,680,Room Temperature,Occasional,Summer,Finger Food,Suburban,Moderate,170
Meat,980,Corporate,780,Refrigerated,Regular,Winter,Buffet,Suburban,Moderate,200
